drug_id,drug_name,drug_synonyms_value,drug_synonyms_type,therapy_areas,drug_primary_action_value,drug_primary_action_id,drug_secondary_action_value,drug_secondary_action_id,drug_primary_indication_value,drug_primary_indication_id,drug_secondary_indication_value,drug_secondary_indication_id,drug_primary_company_value,drug_primary_company_id,drug_secondary_company_value,drug_secondary_company_id,drug_company_originator_value,drug_company_originator_id,drug_brand_names,drug_generic_names,molecular_mechanism_value,molecular_mechanism_id,cellular_mechanism_value,cellular_mechanism_id
12150,"vincristine sulfate (liposomal injection), Spectrum Pharmaceuticals","vincristine|vincristine sulfate|VSLI, Inex|vincristine-TCS, Inex|vincristine sulfate (liposomal injection, Optisome), Inex|transmembrane carrier system (vincristine), Inex|vincristine sulfate liposomes for injection, Inex|vincristine sulfate (liposomal injection), Hana|transmembrane carrier system (vincristine), Hana|vincristine sulfate liposomes for injection, Hana|VSLI, Hana|vincristine-TCS, Hana|vincristine sulfate (liposomal injection), Talon|Marqibo|Onco-TCS|vincristine sulfate (liposomal injection), Spectrum Pharmaceuticals|vincristine sulfate (liposomal injection), Spectrum / CASI Pharmaceuticals",INN|USAN|Trade Name|Trade Name,Cancer,Tubulin modulator,814,Cell cycle inhibitor|Microtubule inhibitor|Anticancer,767|2575|1545,Acute lymphoblastic leukemia|Diffuse large B-cell lymphoma|Non-Hodgkin lymphoma,1728|1749|319,Small-cell lung cancer|Hodgkins disease|Mantle cell lymphoma|Leukemia|Melanoma|Pancreas tumor|Burkitts lymphoma|Colorectal tumor,1261|161|1744|199|205|249|791|989,Servier Canada Inc|CASI Pharmaceuticals Inc|Acrotech Biopharma LLC,22730|21794|1179286,Talon Therapeutics Inc|Arbutus Biopharma Corp|Elan Corp plc|Enzon Pharmaceuticals Inc|Inex Pharmaceuticals Corp|Spectrum Pharmaceuticals Inc,1010798|1032153|15873|16045|16173|24232,Inex Pharmaceuticals Corp,16173,,,,,,
12153,exisulind,Aptosyn|FGN-1|Prevatac|sulindac sulfone|CP-246|exisulind,Trade Name|Research Code|Trade Name|Research Code|INN,Cancer|Gastrointestinal,Cyclic GMP phosphodiesterase inhibitor,429,Apoptosis modulator|Anticancer,1588|1545,,,Barretts esophagus|Familial adenomatous polyposis|Prostate tumor|Bladder tumor|Uterine cervix tumor|Breast tumor|Lung tumor,1273|1277|276|42|427|49|755,,,Bristol-Myers Squibb Co|OSI Pharmaceuticals Inc|Cell Pathways Inc,15065|18676|23024,Cell Pathways Inc,23024,,,,,,
121595,UCD19 CAR T Cells,"anti-CD19 CAR T-cell therapy (non-Hodgkin lymphoma), University of Colorado|UCD19 CAR T Cells|CD19CAR-CD3Zeta-4-1BB-expressing allogeneic T-lymphocyte cells (iv/infusion. B-cell malignancies), University of Colorado",,Cancer,B-lymphocyte antigen CD19 modulator,5080,Genetically engineered autologous cell therapy|Immunostimulant|Anticancer|T-lymphocyte stimulator,4790|393|1545|7761,B-cell acute lymphoblastic leukemia|Mantle cell lymphoma|Follicle center lymphoma|Diffuse large B-cell lymphoma|Non-Hodgkin lymphoma|Burkitts lymphoma,1729|1744|1745|1749|319|791,,,University of Colorado,1164766,,,University of Colorado,1164766,,,Angiotensin-I Converting Enzyme (ACE) Inhibitors,381,,
12165,"belotecan (injectable), Chong Kun Dang","CKD 602|CRD-602|Camtobell Inj|CKD-602 (injectable), Chong Kun Dang|camptothecin analogs, Chong Kun Dang|belotecan|belotecan (injectable), Chong Kun Dang|belotecan hydrochloride",Research Code|Trade Name|INN|USAN,Cancer,Topoisomerase I inhibitor,141,Anticancer,1545,Small-cell lung cancer|Ovary tumor,1261|799,Cancer,651,Chong Kun Dang Pharmaceutical Corp,15410,,,Chong Kun Dang Pharmaceutical Corp,15410,,,,,,
121708,IO-112,"IO-112|arginase-I modulator (Solid tumor), IO Biotech ApS|arginase derived peptide vaccine (arginase-positive solid tumor), IO Biotech",Research Code,Cancer,Arginase-I modulator,7086,T-lymphocyte stimulator|Therapeutic vaccine|Immunomodulator|Protein subunit vaccine|Anticancer,7761|12379|1596|12372|1545,Solid tumor,725,,,IO Biotech ApS,1121281,,,IO Biotech ApS,1121281,,,,,,
121733,SEA-TGT,"SGN-TGT|SEA-TGT|nonfucosylated human IgG antibody (SEA, solid tumor/lymphoma), Seattle Genetics",Research Code|Research Code,Cancer,T cell immunoreceptor Ig ITIM protein inhibitor,64787,Anticancer monoclonal antibody,55685,Esophagus tumor|Non-small-cell lung cancer|Stomach tumor|Hodgkins disease|Diffuse large B-cell lymphoma|Peripheral T-cell lymphoma|Melanoma|Bladder cancer|Breast tumor|Head and neck tumor|Ovary tumor,1011|1262|127|161|1749|1753|205|2380|49|623|799,Metastatic non small cell lung cancer|Metastatic stomach cancer,3665|3666,Seagen Inc,25554,,,Seagen Inc,25554,,,,,,
121735,"cedazuridine + azacitidine (fixed-dose combination/oral/tablet formulation, myeloid diseases), Astex Pharmaceuticals","ASTX-030|cedazuridine + azacitidine (fixed-dose combination/oral/tablet formulation, myeloid diseases), Astex Pharmaceuticals|cedazuridine + azacitidine",Research Code,Cancer,DNA methyltransferase inhibitor|Cytidine deaminase inhibitor,6512|7117,Anticancer antimetabolite|Anticancer,1569|1545,Myelodysplastic syndrome|Acute myelogenous leukemia|Chronic myelocytic leukemia|Myeloid leukemia,1272|1731|1735|223,,,Astex Pharmaceuticals Inc,21885,,,Astex Pharmaceuticals Inc,21885,,,Phospholipase C Inhibitors|Lipoxygenase Inhibitors,474|447,Signal Transduction Modulators,1402
121760,YT-19/20,"dual anti-CD19/anti-CD20 CAR-T cell therapy (B-cell lymphoma/leukemia), China Immunotech|YT-19/20",Research Code,Cancer,B-lymphocyte antigen CD20 modulator|B-lymphocyte antigen CD19 modulator,5083|5080,T-lymphocyte stimulator|Anticancer|Immunostimulant,7761|1545|393,B-cell acute lymphoblastic leukemia|Diffuse large B-cell lymphoma|Leukemia|B-cell lymphoma|Non-Hodgkin lymphoma,1729|1749|199|316|319,,,China Immunotech Co Ltd,1186841,,,China Immunotech Co Ltd,1186841,,,,,,
121765,OC-001,"OC-001|tumor necrosis factor inhibitor (intravenous, advanced cancers), Ocellaris Pharma|TNF inhibitor (intravenous, advanced cancers), Ocellaris Pharma",Research Code,Cancer,TNF antagonist,511,Anticancer,1545,Metastasis|Hepatocellular carcinoma|Sarcoma|Skin cancer|Squamous cell carcinoma|Merkel cell carcinoma|Metastatic bladder cancer|Metastatic breast cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic head and neck cancer|Advanced solid tumor|Metastatic ovary cancer|Metastatic renal cell carcinoma|Uterine cervix tumor,1069|1767|194|2170|307|3235|3466|3657|3665|3666|3673|3713|3866|4250|427,,,Ocellaris Pharma Inc,1205490,,,Ocellaris Pharma Inc,1205490,,,,,,
121832,AZD-1222,"ChAdOx1 nCoV-19|SARS-CoV-2 vaccine (COVID-19), The Jenner Institute at the University of Oxford|recombinant viral vector ChAdOx vaccine (COVID-19, intramuscular), Jenner Institute|recombinant viral vector ChAdOx vaccine (2019-nCoV infection), Jenner Institute|SARS-CoV-2 spike glycoprotein vaccine (adenoviral vector vaccine, COVID-19), Jenner Institute/UCB/AstraZeneca|ChAdOX1 SARS2|AZD-1222|AZN-1222|SII-ChAdOx1 nCoV-19|SII-Covishield|Vaxzevria|C19VAZ|ChAdOx1-S (recombinant)|COVID-19 Vaccine, AstraZeneca",Research Code|Research Code|Research Code|Research Code|Trade Name|Research Code,Infection,COVID19 Spike glycoprotein modulator,174434,Recombinant viral vector vaccine|Prophylactic vaccine,12370|12378,Coronavirus disease 19 infection,10406,,,AstraZeneca plc|The Jenner Institute|Shenzhen Kangtai Biological Products Co Ltd,14190|1007663|1071345,UCB SA|Oxford BioMedica plc,20452|23434,The Jenner Institute,1007663,,,,,,
121865,INCB-00928,"INCB-00928|ALK2 inhibitors (fibrodysplasia ossificans progressiva/myelofibrosis), Incyte|activin receptor-like kinase-2 inhibitors (fibrodysplasia ossificans progressiva/myelofibrosis), Incyte|INCB-000928",Research Code|Research Code,Cancer|Hematologic|Musculoskeletal,Alk-2 protein kinase inhibitor,4582,Anticancer,1545,Myelodysplastic syndrome|Anemia|Multiple myeloma|Thrombocythemia|Polycythemia vera|Myelofibrosis|Fibrodysplasia ossificans progressiva,1272|17|1828|2317|2319|2436|3219,,,Incyte Corp,17216,,,Incyte Corp,17216,,,,,,
121887,"CD123 CAR-T cells (AML), Chongqing Precision Biotech","CD123 CAR-T cells (AML), Chongqing Precision Biotech|anti-CD123 CAR T-cell therapy (acute myeloid leukemia), Chongqing Precision Biotech",,Cancer,CDw123 modulator,5427,T-lymphocyte stimulator|Anticancer|Immunostimulant|Genetically engineered autologous cell therapy,7761|1545|393|4790,Acute myelogenous leukemia,1731,,,Chongqing Precision Biotech Co Ltd,1161028,,,Chongqing Precision Biotech Co Ltd,1161028,,,,,,
121889,C-4-29,"anti-BCMA CAR T-cell therapy (multiple myeloma), Chongqing Precision Biotech|C-4-29",Research Code,Cancer,APRIL receptor modulator,8255,T-lymphocyte stimulator|Anticancer|Immunostimulant|Genetically engineered autologous cell therapy,7761|1545|393|4790,Acute myelogenous leukemia|Multiple myeloma,1731|1828,,,Chongqing Precision Biotech Co Ltd,1161028,,,Chongqing Precision Biotech Co Ltd,1161028,,,,,,
121948,ABBV-184,"ABBV-184|anti-CD3/anti-survivin bispecific T-cell engager (cancer/AML/NSCLC), AbbVie",Research Code,Cancer,CD3 modulator|Survivin protein modulator,5023|13606,T-lymphocyte stimulator|Immunostimulant|Anticancer,7761|393|1545,Non-small-cell lung cancer|Acute myelogenous leukemia|Cancer,1262|1731|651,,,AbbVie Inc,1072507,,,AbbVie Inc,1072507,,,,,,
121980,CLBR-001,"CLBR-001|anti-CD19 CAR T-cell therapy (SWI019 safety switch, relapsed/refractory B cell chronic lymphocytic leukemia/non-Hodgkin lymphoma), Calibr/AbbVie",Research Code,Cancer,B-lymphocyte antigen CD19 modulator,5080,Genetically engineered autologous cell therapy|Anticancer|Immunostimulant|T-lymphocyte stimulator,4790|1545|393|7761,Chronic lymphocytic leukemia|Mantle cell lymphoma|Follicle center lymphoma|Splenic marginal zone lymphoma|Diffuse large B-cell lymphoma|Primary mediastinal large B-cell lymphoma|B-cell lymphoma|Non-Hodgkin lymphoma,1734|1744|1745|1747|1749|1750|316|319,,,California Institute for Biomedical Research|AbbVie Inc,1068758|1072507,,,California Institute for Biomedical Research,1068758,,,,,,
12202,phenylbutyrate,phenylbutyrate,,Cancer,,,Anticancer|Unspecified drug target,1545|59620,,,Solid tumor,725,,,University of Virginia,20695,University of Virginia,20695,,,,,,
12205,capecitabine,capecitabine|Ro-09-1978|R-340|Xeloda|RG-340,USAN|BANN|INN|Research Code|Research Code|Trade Name|Research Code,Cancer,Thymidylate synthase inhibitor,372,Anticancer antimetabolite|Anticancer,1569|1545,Rectal tumor|Neuroendocrine tumor|Stomach tumor|Metastatic breast cancer|Metastatic colorectal cancer|Metastatic stomach cancer|Metastatic rectal cancer|Breast tumor|Colon tumor,1055|1128|127|3657|3658|3666|3671|49|767,Glioma|Nasopharyngeal carcinoma|Liver tumor|Pancreas tumor|Head and neck tumor|Cancer|Solid tumor|Colorectal tumor,1108|1768|202|249|623|651|725|989,F Hoffmann-La Roche AG|Hoffmann-La Roche Inc|Chugai Pharmaceutical Co Ltd|Baheal Pharmaceutical group|Roche Holding AG,26178|19461|15414|1165685|19446,Nippon Roche KK,19447,Hoffmann-La Roche Inc,19461,,,,,,
12210,UFT,"tegafur + uracil|UFT|tegafur|uracil|Orzel|Futraful|BMS-200604-01|UFT + leucovorin|tegafur + uracil, Taiho/Bristol-Myers Squibb|UFUR",Trade Name|USAN|BANN|INN|Trade Name|Trade Name|Research Code|Trade Name,Cancer,,,Unspecified drug target|Anticancer,59620|1545,Metastatic colorectal cancer|Solid tumor|Colorectal tumor,3658|725|989,,,Merck Serono SA|Taiho Pharmaceutical Co Ltd|Jeil Pharmaceutical Co Ltd|Merck KGaA,19862|18720|17331|18101,Bristol-Myers Squibb Co|Wyeth KK,15065|22673,Taiho Pharmaceutical Co Ltd,18720,,,,,,
122125,TAS-1440,"TAS-1440|LSD1 inhibitor (oral capsule, AML), Taiho Pharmaceutical/ Astex Pharmaceuticals",Research Code,Cancer,Lysine specific histone demethylase 1 inhibitor,14681,Anticancer,1545,Acute myelogenous leukemia,1731,,,Taiho Pharmaceutical Co Ltd|Astex Pharmaceuticals Inc,18720|21885,,,Astex Pharmaceuticals Inc,21885,,,Histamine H2 Receptor Antagonists,197,Signal Transduction Modulators,1402
122169,"anti-CD19/anti-CD22 CAR T-cell therapy (B cell Leukemia/Lymphoma), Chongqing Precision Biotech","dual-target bispecific CAR T-cell therapy (cancer), Chongqing Precision Biotech|anti-CD19/anti-CD22 CAR T-cell therapy (B cell Leukemia/Lymphoma), Chongqing Precision Biotech",,Cancer,B-lymphocyte cell adhesion molecule modulator|B-lymphocyte antigen CD19 modulator,5089|5080,Genetically engineered autologous cell therapy|Immunostimulant|Anticancer|T-lymphocyte stimulator,4790|393|1545|7761,Leukemia|B-cell lymphoma,199|316,Cancer,651,Chongqing Precision Biotech Co Ltd,1161028,,,Chongqing Precision Biotech Co Ltd,1161028,,,Thromboxane A2 Receptor (TBXA2R; TP) Antagonists|Thromboxane Synthase Inhibitors,298|503,Signal Transduction Modulators,1402
122172,"CYC-140, Cyclacel Pharmaceuticals","CYC-140, Cyclacel Pharmaceuticals|PLK1 inhibitors (iv, cancers), Cyclacel|Polo-like kinase 1 inhibitors (iv, leukemias), Cyclacel",Research Code,Cancer,Polo-like kinase 1 inhibitor,4536,Anticancer protein kinase inhibitor|Anticancer|Cell cycle inhibitor,62255|1545|767,Esophagus tumor|Myelodysplastic syndrome|Acute lymphoblastic leukemia|Acute myelogenous leukemia|Chronic lymphocytic leukemia|Chronic myelocytic leukemia|Leukemia|Hematological neoplasm|Solid tumor,1011|1272|1728|1731|1734|1735|199|2054|725,,,Cyclacel Pharmaceuticals Inc,24341,,,Cyclacel Pharmaceuticals Inc,24341,,,,,,
122208,BDB-1,"BDB-001|anti-C5aR monoclonal antibody (intravenous infusion/IFX-1, hidradenitis suppurativa/COVID-19), Beijing Defengrei Biotechnology|BDB-1|anti-human complement factor C5a monoclonal antibody (intravenous infusion/IFX-1, hidradenitis suppurativa/coronavirus disease 19 infection), Beijing Defengrei Biotechnology|anti-C5aR monoclonal antibody (intravenous infusion/IFX-1, hidradenitis suppurativa/COVID-19/advanced solid tumors), Beijing Defengrei Biotechnology",Research Code|Research Code,Cancer|Cardiovascular|Dermatologic|Infection,Complement C5a factor inhibitor,86590,Anti-inflammatory|Anticancer|Antiviral,2953|1545|991,Coronavirus disease 19 infection|Non-small-cell lung cancer|Vasculitis|Melanoma|Bladder cancer|Pancreas tumor|Hidradenitis suppurativa|Metastatic breast cancer|Advanced solid tumor,10406|1262|1532|205|2380|249|3542|3657|3713,,,Beijing Defengrei Biotechnology Co Ltd,1159963,,,Beijing Defengrei Biotechnology Co Ltd,1159963,,,beta-Adrenoceptor Antagonists|alpha-Adrenoceptor Antagonists,44|35,Signal Transduction Modulators,1402
12229,efaproxiral,efaproxiral|RSR-13|efaproxiral sodium|RSR-4|Efaproxyn|Revaproxyn,USAN|INN|Research Code|USAN|Analogue|Research Code|Trade Name|Trade Name,Cancer|Cardiovascular|Neurology/Psychiatric,Hemoglobin modulator,474,Radiosensitizer|Anticancer chemosensitizer,1542|1586,,,Metastasis|Non-small-cell lung cancer|Myocardial infarction|Angina|Movement disorder|Uterine cervix tumor|Stroke|Cancer|Brain tumor,1069|1262|224|23|368|427|65|651|760,,,MediBIC|Allos Therapeutics Inc|King's College London,1012583|23253|23507,King's College London,23507,,,,,,
122305,UniCAR-T-PSMA,"UniCAR-T-PSMA|TM-pPSMA peptide adaptor + UniCAR-T cells (metastatic castrate-resistant prostate cancer/solid tumor), GEMoaB Monoclonals|UC02-T-pPSMA|peptide-expressing anti-PSMA targeting molecule + anti-peptide CAR T-cell therapy (metastatic castrate-resistant prostate cancer/solid tumor), GEMoaB Monoclonals|UniCAR02-T-pPSMA",Research Code|Research Code|Research Code,Cancer,Glutamate carboxypeptidase II modulator,9267,Genetically engineered autologous cell therapy|Anticancer|Immunostimulant|T-lymphocyte stimulator,4790|1545|393|7761,Non-small-cell lung cancer|Renal cell carcinoma|Transitional cell carcinoma|Prostate tumor|Hormone refractory prostate cancer|Breast tumor|Solid tumor|Colorectal tumor,1262|1766|1771|276|3246|49|725|989,,,GEMoaB Monoclonals GmbH,1120339,,,GEMoaB Monoclonals GmbH,1120339,,,,,,
12243,penclomedine,CRC-88-04|NSC-338720|penclomedine|penclomidine,Research Code|Research Code,Cancer,,,Anticancer alkylating agent,50,,,Cancer,651,,,National Cancer Institute (NCI),20519,National Cancer Institute (NCI),20519,,,,,,
122446,EMB-06,"EMB-06|undisclosed target bispecific T-cell engager (FIT-Ig, cancer), EpimAb Biotherapeutics|anti-CD3/anti-BCMA bispecific T-cell engager (multiple myeloma), Epimab Biotherapeutics",Research Code,Cancer,CD3 modulator|APRIL receptor modulator,5023|8255,Immunostimulant|Anticancer monoclonal antibody|T-lymphocyte stimulator,393|55685|7761,Multiple myeloma|Cancer,1828|651,,,Epimab Biotherapeutics Inc,1139169,,,Epimab Biotherapeutics Inc,1139169,,,,,,
122461,agenT-797,"allogeneic iNKT cell-based immunotherapy (multiple myeloma/chronic lymphocytic leukemia/small lymphocytic lymphoma/non-hodgkin's lymphoma/follicular lymphoma/marginal zone lymphoma/diffuse large B-cell lymphoma/solid tumor), Agenus|agenT-797|allogeneic iNKT cell-based immunotherapy (MM/CLL/small lymphocytic lymphoma/NHL/follicular lymphoma/marginal zone lymphoma/DLBCL/solid tumors/COVID-19/inflammation), Agenus",Research Code,Cancer|Infection|Inflammatory|Respiratory,,,Natural killer T-lymphocyte stimulator|Anti-inflammatory|Anticancer|Antiviral,173716|2953|1545|991,Coronavirus disease 19 infection|Chronic lymphocytic leukemia|Lymphoma leukemia|Follicle center lymphoma|Marginal zone B-cell lymphoma|Multiple myeloma|Inflammatory disease|Non-Hodgkin lymphoma|Solid tumor|Respiratory distress syndrome,10406|1734|1737|1745|1746|1828|188|319|725|8,Cancer,651,Agenus Inc,23221,,,Agenus Inc,23221,,,,,,
122625,DTRM-555,"DTRM-555|DTRMWXHS-12 + everolimus + pomalidomide (chronic lymphocytic leukemia/non-Hodgkin's lymphoma/B-cell lymphoma), DTRM Biopharma|DTRMWXHS-12 + everolimus + pomalidomide",Research Code,Cancer,mTOR inhibitor|Btk tyrosine kinase inhibitor|Protein cereblon modulator,10240|3592|77059,Angiogenesis inhibitor|Immunomodulator|TNF alpha synthesis inhibitor|Anticancer protein kinase inhibitor,61|1596|382|62255,Chronic lymphocytic leukemia|B-cell lymphoma|Non-Hodgkin lymphoma,1734|316|319,,,DTRM Biopharma Co Ltd,1071880,,,DTRM Biopharma Co Ltd,1071880,,,,,,
122759,"allogeneic interferon gamma-primed human bone marrow-derived mesenchymal stem cell therapy (intravenous, GVHD), Emory University","allogeneic interferon gamma-primed human bone marrow-derived mesenchymal stem cell therapy (intravenous, GVHD), Emory University",,Immune,,,Immunomodulator|Unspecified drug target,1596|59620,Graft versus host disease,616,,,Emory University,20573,,,Emory University,20573,,Saframycin Yd-1,,,,
122788,GNR-051,"GNR-051|PD-1 checkpoint inhibitor (solid tumors), Generium|IgG2 anti-PD-1 monoclonal antibody (solid tumor), Generium",Research Code,Cancer,Programmed cell death protein 1 inhibitor,67136,Immunostimulant|Anticancer monoclonal antibody|T-lymphocyte stimulator,393|55685|7761,Stage IV melanoma|Metastatic non small cell lung cancer|Advanced solid tumor|Metastatic renal cell carcinoma|Solid tumor,3257|3665|3713|4250|725,,,International Biotechnology Center Generium LLC,1065293,,,International Biotechnology Center Generium LLC,1065293,,,,,,
123080,Covax-19,"SARS-CoV-2 spike protein subunit vaccine (COVID-19), Vaxine/Genecure/MedyTox|Covax-19|SARS-CoV-2 subunit vaccine (COVID-19), Genecure/Vaxine/MedyTox|SpikoGen",Research Code|Trade Name,Infection,Coronavirus spike glycoprotein inhibitor,174424,Therapeutic vaccine|Antiviral|Protein subunit vaccine|Adjuvant,12379|991|12372|524,Coronavirus disease 19 infection,10406,,,Genecure LLC|University of Georgia|Medy-Tox Inc|Vaxine Pty Ltd,27346|20579|1036114|1016757,,,Vaxine Pty Ltd,1016757,,,,,,
123204,BMS-986315,"BMS-986315|NKG2A checkpoint inhibitor (advanced solid tumor), Bristol Myers Squibb",Research Code,Cancer,NKG2 A B activating NK receptor antagonist,77513,Natural killer cell stimulator|Immunostimulant|Anticancer monoclonal antibody|T-lymphocyte stimulator,7757|393|55685|7761,Squamous cell carcinoma|Metastatic non small cell lung cancer|Metastatic head and neck cancer|Advanced solid tumor|Metastatic renal cell carcinoma,307|3665|3673|3713|4250,,,Bristol-Myers Squibb Co,15065,,,Bristol-Myers Squibb Co,15065,,,,,,
123347,tozinameran,"BNT-162 program|uridine containing mRNA vaccine (COVID-19, lipid nanoparticle, intramuscular), BioNTech/Pfizer|P2-mutated full spike protein modRNA prime/boost vaccine (COVID-19), BioNTech/Pfizer|BNT-162b2|PF-07302048 program|lead PF-07302048 vaccine (COVID-19), Pfizer/BioNTech|lead BNT-162 vaccine (COVID-19), Pfizer/BioNTech|Comirnaty|tozinameran",Research Code|Research Code|Research Code|Trade Name|PINN,Infection,COVID19 Spike glycoprotein modulator,174434,Prophylactic vaccine|RNA vaccine,12378|12377,Coronavirus disease 19 infection,10406,,,Shanghai Fosun Pharmaceutical (Group) Co Ltd|Pfizer Inc|BioNTech SE,1015871|18767|1047330,,,BioNTech SE,1047330,,,,,,
12347,gadopentetate dimeglumine,"gadolinium-DTPA-dimeglumine|gadopentetate dimeglumine|Magnevist|SH-L-451A|SH-L-545|Gd-DTPA, Schering AG|Magnevist MRA|Magnevist Syringe|BAY-86-4882",USAN|Trade Name|Research Code|Analogue|Research Code|Trade Name|Trade Name|Research Code,Cancer|Cardiovascular,,,Cardiovascular diagnostic agent|MRI imaging agent|Neoplasm diagnostic agent,7210|4158|7220,Cancer|Coronary artery disease,651|80,,,Abbott Laboratories|Schering AG|Bayer AG|Bayer Schering Pharma AG,13601|1052089|14455|19687,,,Schering AG,1052089,,,,,,
